,Name,Age,Weight,Height,rank_position,slug_game,discipline_title,Sport
35327,Benjamin RAICH,31.0,83.0,182.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35328,Benjamin RAICH,31.0,83.0,182.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35329,Benjamin RAICH,31.0,83.0,182.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35330,Benjamin RAICH,31.0,83.0,182.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35332,Christof INNERHOFER,25.0,90.0,186.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35333,Christof INNERHOFER,25.0,90.0,186.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35334,Christof INNERHOFER,25.0,90.0,186.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35335,Kjetil JANSRUD,24.0,83.0,185.0,9.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35336,Kjetil JANSRUD,24.0,83.0,185.0,9.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35337,Kjetil JANSRUD,24.0,83.0,185.0,9.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35338,Kjetil JANSRUD,24.0,83.0,185.0,9.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35339,Kjetil JANSRUD,24.0,83.0,185.0,9.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35340,Will BRANDENBURG,23.0,89.0,185.0,10.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35417,Andrew WEIBRECHT,24.0,86.0,170.0,3.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35418,Andrew WEIBRECHT,24.0,86.0,170.0,3.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35419,Andrew WEIBRECHT,24.0,86.0,170.0,3.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35420,Werner HEEL,27.0,85.0,184.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35421,Werner HEEL,27.0,85.0,184.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35422,Erik GUAY,28.0,84.0,178.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35423,Erik GUAY,28.0,84.0,178.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35424,Erik GUAY,28.0,84.0,178.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35425,Christof INNERHOFER,25.0,90.0,186.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35426,Christof INNERHOFER,25.0,90.0,186.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35427,Christof INNERHOFER,25.0,90.0,186.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35428,Patrick STAUDACHER,29.0,92.0,190.0,7.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35429,Patrick STAUDACHER,29.0,92.0,190.0,7.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35430,Carlo JANKA,23.0,86.0,185.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35431,Carlo JANKA,23.0,86.0,185.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35432,Carlo JANKA,23.0,86.0,185.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35433,Carlo JANKA,23.0,86.0,185.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35435,Didier CUCHE,35.0,89.0,174.0,10.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35436,Didier CUCHE,35.0,89.0,174.0,10.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35437,Didier CUCHE,35.0,89.0,174.0,10.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35530,Andrea FISCHBACHER,24.0,58.0,164.0,1.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35531,Andrea FISCHBACHER,24.0,58.0,164.0,1.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35534,Johanna SCHNARF,25.0,68.0,172.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35535,Johanna SCHNARF,25.0,68.0,172.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35536,Johanna SCHNARF,25.0,68.0,172.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35542,Ingrid JACQUEMOD,31.0,70.0,176.0,10.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35543,Ingrid JACQUEMOD,31.0,70.0,176.0,10.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35619,Viktoria REBENSBURG,20.0,67.0,170.0,1.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35620,Viktoria REBENSBURG,20.0,67.0,170.0,1.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35623,Fabienne SUTER,25.0,63.0,167.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35624,Fabienne SUTER,25.0,63.0,167.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35625,Fabienne SUTER,25.0,63.0,167.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35626,Fabienne SUTER,25.0,63.0,167.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35627,Kathrin ZETTEL,23.0,61.0,167.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35628,Kathrin ZETTEL,23.0,61.0,167.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35629,Kathrin ZETTEL,23.0,61.0,167.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35631,Eva-Maria BREM,21.0,57.0,160.0,7.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35753,Mario SCHEIBER,26.0,84.0,176.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35754,Mario SCHEIBER,26.0,84.0,176.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35755,Erik GUAY,28.0,84.0,178.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35756,Erik GUAY,28.0,84.0,178.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35757,Erik GUAY,28.0,84.0,178.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35758,Didier CUCHE,35.0,89.0,174.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35759,Didier CUCHE,35.0,89.0,174.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35760,Didier CUCHE,35.0,89.0,174.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35761,David POISSON,27.0,88.0,172.0,7.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35762,David POISSON,27.0,88.0,172.0,7.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35765,Michael WALCHHOFER,34.0,100.0,192.0,10.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35766,Michael WALCHHOFER,34.0,100.0,192.0,10.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35865,Carlo JANKA,23.0,86.0,185.0,1.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35866,Carlo JANKA,23.0,86.0,185.0,1.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35867,Carlo JANKA,23.0,86.0,185.0,1.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35868,Carlo JANKA,23.0,86.0,185.0,1.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35869,Kjetil JANSRUD,24.0,83.0,185.0,2.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35870,Kjetil JANSRUD,24.0,83.0,185.0,2.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35871,Kjetil JANSRUD,24.0,83.0,185.0,2.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35872,Kjetil JANSRUD,24.0,83.0,185.0,2.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35873,Kjetil JANSRUD,24.0,83.0,185.0,2.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35875,Marcel HIRSCHER,20.0,73.0,173.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35876,Marcel HIRSCHER,20.0,73.0,173.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35877,Romed BAUMANN,24.0,91.0,184.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35878,Romed BAUMANN,24.0,91.0,184.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35879,Benjamin RAICH,31.0,83.0,182.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35880,Benjamin RAICH,31.0,83.0,182.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35881,Benjamin RAICH,31.0,83.0,182.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35882,Benjamin RAICH,31.0,83.0,182.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35884,Felix NEUREUTHER,25.0,87.0,184.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35885,Felix NEUREUTHER,25.0,87.0,184.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36028,Kathrin ZETTEL,23.0,61.0,167.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36029,Kathrin ZETTEL,23.0,61.0,167.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36030,Kathrin ZETTEL,23.0,61.0,167.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36032,Fabienne SUTER,25.0,63.0,167.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36033,Fabienne SUTER,25.0,63.0,167.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36034,Fabienne SUTER,25.0,63.0,167.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36035,Fabienne SUTER,25.0,63.0,167.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36037,Johanna SCHNARF,25.0,68.0,172.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36038,Johanna SCHNARF,25.0,68.0,172.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36039,Johanna SCHNARF,25.0,68.0,172.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36040,Michaela KIRCHGASSER,24.0,62.0,169.0,9.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36041,Michaela KIRCHGASSER,24.0,62.0,169.0,9.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36042,Michaela KIRCHGASSER,24.0,62.0,169.0,9.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36093,Sandrine AUBERT,27.0,66.0,181.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36094,Sandrine AUBERT,27.0,66.0,181.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36097,Nicole GIUS,29.0,57.0,159.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36098,Nicole GIUS,29.0,57.0,159.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36206,Giuliano RAZZOLI,25.0,88.0,182.0,1.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36209,Benjamin RAICH,31.0,83.0,182.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36210,Benjamin RAICH,31.0,83.0,182.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36211,Benjamin RAICH,31.0,83.0,182.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36212,Benjamin RAICH,31.0,83.0,182.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36213,Marcel HIRSCHER,20.0,73.0,173.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36214,Marcel HIRSCHER,20.0,73.0,173.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36217,Julien COUSINEAU,29.0,90.0,173.0,8.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36218,Julien LIZEROUX,30.0,80.0,173.0,9.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36219,Julien LIZEROUX,30.0,80.0,173.0,9.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36220,Reinfried HERBST,31.0,84.0,182.0,10.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36357,Andrea FISCHBACHER,24.0,58.0,164.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36358,Andrea FISCHBACHER,24.0,58.0,164.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36359,Fabienne SUTER,25.0,63.0,167.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36360,Fabienne SUTER,25.0,63.0,167.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36361,Fabienne SUTER,25.0,63.0,167.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36362,Fabienne SUTER,25.0,63.0,167.0,5.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36363,Britt JANYK,29.0,64.0,168.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36364,Britt JANYK,29.0,64.0,168.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36365,Britt JANYK,29.0,64.0,168.0,6.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36369,Gina STECHERT,22.0,75.0,172.0,10.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36370,Gina STECHERT,22.0,75.0,172.0,10.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36371,Gina STECHERT,22.0,75.0,172.0,10.0,vancouver-2010,Alpine Skiing,Alpine Skiing
36427,Felix LOCH,20.0,90.0,190.0,1.0,vancouver-2010,Luge,Luge
36430,Albert DEMCHENKO,38.0,95.0,185.0,4.0,vancouver-2010,Luge,Luge
36431,Andi LANGENHAN,25.0,86.0,180.0,5.0,vancouver-2010,Luge,Luge
36432,Daniel PFISTER,23.0,92.0,183.0,6.0,vancouver-2010,Luge,Luge
36435,Wolfgang KINDL,21.0,78.0,166.0,9.0,vancouver-2010,Luge,Luge
36436,Manuel PFISTER,21.0,86.0,174.0,10.0,vancouver-2010,Luge,Luge
36467,Nina REITHMAYER,25.0,66.0,171.0,2.0,vancouver-2010,Luge,Luge
36468,Natalie GEISENBERGER,22.0,76.0,183.0,3.0,vancouver-2010,Luge,Luge
36469,Tatyana IVANOVA,18.0,70.0,173.0,4.0,vancouver-2010,Luge,Luge
36471,Aleksandra RODIONOVA,26.0,66.0,172.0,6.0,vancouver-2010,Luge,Luge
36472,Martina KOCHER,24.0,60.0,172.0,7.0,vancouver-2010,Luge,Luge
36473,Ewelina STASZULONEK,24.0,60.0,170.0,8.0,vancouver-2010,Luge,Luge
36497,Alessandro PITTIN,20.0,61.0,165.0,3.0,vancouver-2010,Nordic Combined,Nordic Combined
36498,Alessandro PITTIN,20.0,61.0,165.0,3.0,vancouver-2010,Nordic Combined,Nordic Combined
36499,Alessandro PITTIN,20.0,61.0,165.0,3.0,vancouver-2010,Nordic Combined,Nordic Combined
36500,Todd LODWICK,33.0,67.0,180.0,4.0,vancouver-2010,Nordic Combined,Nordic Combined
36501,Todd LODWICK,33.0,67.0,180.0,4.0,vancouver-2010,Nordic Combined,Nordic Combined
36502,Todd LODWICK,33.0,67.0,180.0,4.0,vancouver-2010,Nordic Combined,Nordic Combined
36503,Mario STECHER,32.0,62.0,177.0,5.0,vancouver-2010,Nordic Combined,Nordic Combined
36504,Mario STECHER,32.0,62.0,177.0,5.0,vancouver-2010,Nordic Combined,Nordic Combined
36505,Mario STECHER,32.0,62.0,177.0,5.0,vancouver-2010,Nordic Combined,Nordic Combined
36507,Norihito KOBAYASHI,27.0,65.0,173.0,7.0,vancouver-2010,Nordic Combined,Nordic Combined
36508,Norihito KOBAYASHI,27.0,65.0,173.0,7.0,vancouver-2010,Nordic Combined,Nordic Combined
36509,Norihito KOBAYASHI,27.0,65.0,173.0,7.0,vancouver-2010,Nordic Combined,Nordic Combined
36510,Anssi KOIVURANTA,21.0,59.0,175.0,8.0,vancouver-2010,Nordic Combined,Nordic Combined
36511,Anssi KOIVURANTA,21.0,59.0,175.0,8.0,vancouver-2010,Nordic Combined,Nordic Combined
36512,Anssi KOIVURANTA,21.0,59.0,175.0,8.0,vancouver-2010,Nordic Combined,Nordic Combined
36514,Eric FRENZEL,21.0,57.0,174.0,10.0,vancouver-2010,Nordic Combined,Nordic Combined
36515,Eric FRENZEL,21.0,57.0,174.0,10.0,vancouver-2010,Nordic Combined,Nordic Combined
36516,Eric FRENZEL,21.0,57.0,174.0,10.0,vancouver-2010,Nordic Combined,Nordic Combined
36585,Bernhard GRUBER,27.0,71.0,185.0,3.0,vancouver-2010,Nordic Combined,Nordic Combined
36586,Bernhard GRUBER,27.0,71.0,185.0,3.0,vancouver-2010,Nordic Combined,Nordic Combined
36587,Hannu MANNINEN,31.0,83.0,189.0,4.0,vancouver-2010,Nordic Combined,Nordic Combined
36588,Hannu MANNINEN,31.0,83.0,189.0,4.0,vancouver-2010,Nordic Combined,Nordic Combined
36589,Hannu MANNINEN,31.0,83.0,189.0,4.0,vancouver-2010,Nordic Combined,Nordic Combined
36592,Alessandro PITTIN,20.0,61.0,165.0,7.0,vancouver-2010,Nordic Combined,Nordic Combined
36593,Alessandro PITTIN,20.0,61.0,165.0,7.0,vancouver-2010,Nordic Combined,Nordic Combined
36594,Alessandro PITTIN,20.0,61.0,165.0,7.0,vancouver-2010,Nordic Combined,Nordic Combined
36595,Mario STECHER,32.0,62.0,177.0,8.0,vancouver-2010,Nordic Combined,Nordic Combined
36596,Mario STECHER,32.0,62.0,177.0,8.0,vancouver-2010,Nordic Combined,Nordic Combined
36597,Mario STECHER,32.0,62.0,177.0,8.0,vancouver-2010,Nordic Combined,Nordic Combined
36598,Akito WATABE,21.0,60.0,173.0,9.0,vancouver-2010,Nordic Combined,Nordic Combined
36599,Akito WATABE,21.0,60.0,173.0,9.0,vancouver-2010,Nordic Combined,Nordic Combined
36600,Akito WATABE,21.0,60.0,173.0,9.0,vancouver-2010,Nordic Combined,Nordic Combined
36601,Christoph BIELER,32.0,70.0,180.0,10.0,vancouver-2010,Nordic Combined,Nordic Combined
36602,Christoph BIELER,32.0,70.0,180.0,10.0,vancouver-2010,Nordic Combined,Nordic Combined
36672,Martins DUKURS,25.0,75.0,178.0,2.0,vancouver-2010,Skeleton,Skeleton
36674,Tomass DUKURS,28.0,86.0,186.0,4.0,vancouver-2010,Skeleton,Skeleton
36675,Zach LUND,30.0,84.0,183.0,5.0,vancouver-2010,Skeleton,Skeleton
36676,Kristan BROMLEY,37.0,78.0,178.0,6.0,vancouver-2010,Skeleton,Skeleton
36677,Frank ROMMEL,25.0,80.0,185.0,7.0,vancouver-2010,Skeleton,Skeleton
36678,Matthias GUGGENBERGER,25.0,80.0,180.0,8.0,vancouver-2010,Skeleton,Skeleton
36680,Sandro STIELICKE,23.0,88.0,190.0,10.0,vancouver-2010,Skeleton,Skeleton
36699,Amy WILLIAMS,27.0,60.0,173.0,1.0,vancouver-2010,Skeleton,Skeleton
36702,Noelle PIKUS-PACE,27.0,73.0,178.0,4.0,vancouver-2010,Skeleton,Skeleton
36705,Amy GOUGH,32.0,64.0,164.0,7.0,vancouver-2010,Skeleton,Skeleton
36708,Emma LINCOLN-SMITH,24.0,76.0,173.0,10.0,vancouver-2010,Skeleton,Skeleton
36720,Katherine REUTTER,21.0,61.0,170.0,2.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36721,Katherine REUTTER,21.0,61.0,170.0,2.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36722,Katherine REUTTER,21.0,61.0,170.0,2.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36723,Katherine REUTTER,21.0,61.0,170.0,2.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36726,Kalyna ROBERGE,23.0,49.0,160.0,5.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36727,Kalyna ROBERGE,23.0,49.0,160.0,5.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36728,Kalyna ROBERGE,23.0,49.0,160.0,5.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36729,Kalyna ROBERGE,23.0,49.0,160.0,5.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36730,Jessica GREGG,21.0,62.0,174.0,6.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36731,Jessica GREGG,21.0,62.0,174.0,6.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36732,Jessica GREGG,21.0,62.0,174.0,6.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36735,Bernadett HEIDUM,21.0,60.0,169.0,9.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36736,Bernadett HEIDUM,21.0,60.0,169.0,9.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36737,Bernadett HEIDUM,21.0,60.0,169.0,9.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36787,Charles HAMELIN,25.0,71.0,175.0,1.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36788,Charles HAMELIN,25.0,71.0,175.0,1.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36789,Charles HAMELIN,25.0,71.0,175.0,1.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36790,Charles HAMELIN,25.0,71.0,175.0,1.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36794,Tyson HEUNG,30.0,79.0,180.0,5.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36795,Tyson HEUNG,30.0,79.0,180.0,5.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36796,Tyson HEUNG,30.0,79.0,180.0,5.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36797,Tyson HEUNG,30.0,79.0,180.0,5.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36801,Olivier JEAN,25.0,83.0,188.0,9.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36802,Olivier JEAN,25.0,83.0,188.0,9.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36803,Olivier JEAN,25.0,83.0,188.0,9.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36862,Olivier JEAN,25.0,83.0,188.0,4.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36863,Olivier JEAN,25.0,83.0,188.0,4.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36864,Olivier JEAN,25.0,83.0,188.0,4.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36867,Charles HAMELIN,25.0,71.0,175.0,7.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36868,Charles HAMELIN,25.0,71.0,175.0,7.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36869,Charles HAMELIN,25.0,71.0,175.0,7.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36870,Charles HAMELIN,25.0,71.0,175.0,7.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36871,Nicola RODIGARI,28.0,71.0,171.0,8.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36872,Nicola RODIGARI,28.0,71.0,171.0,8.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36873,Nicola RODIGARI,28.0,71.0,171.0,8.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36874,Nicola RODIGARI,28.0,71.0,171.0,8.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36875,Pieter GYSEL,29.0,73.0,180.0,9.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36876,Pieter GYSEL,29.0,73.0,180.0,9.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36877,Pieter GYSEL,29.0,73.0,180.0,9.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36878,Haralds SILOVS,23.0,78.0,178.0,10.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36879,Haralds SILOVS,23.0,78.0,178.0,10.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36880,Haralds SILOVS,23.0,78.0,178.0,10.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36881,Haralds SILOVS,23.0,78.0,178.0,10.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36944,Katherine REUTTER,21.0,61.0,170.0,4.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36945,Katherine REUTTER,21.0,61.0,170.0,4.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36946,Katherine REUTTER,21.0,61.0,170.0,4.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36947,Katherine REUTTER,21.0,61.0,170.0,4.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36950,Evgeniya RADANOVA,32.0,65.0,166.0,7.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36951,Evgeniya RADANOVA,32.0,65.0,166.0,7.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36952,Evgeniya RADANOVA,32.0,65.0,166.0,7.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36953,Tania VICENT,34.0,59.0,168.0,8.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36954,Tania VICENT,34.0,59.0,168.0,8.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36955,Tania VICENT,34.0,59.0,168.0,8.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36956,Arianna FONTANA,19.0,63.0,164.0,9.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36957,Arianna FONTANA,19.0,63.0,164.0,9.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36958,Arianna FONTANA,19.0,63.0,164.0,9.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
36959,Arianna FONTANA,19.0,63.0,164.0,9.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
37016,Arianna FONTANA,19.0,63.0,164.0,3.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
37017,Arianna FONTANA,19.0,63.0,164.0,3.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
37018,Arianna FONTANA,19.0,63.0,164.0,3.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
37019,Arianna FONTANA,19.0,63.0,164.0,3.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
37020,Jessica GREGG,21.0,62.0,174.0,4.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
37021,Jessica GREGG,21.0,62.0,174.0,4.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
37022,Jessica GREGG,21.0,62.0,174.0,4.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
37024,Kalyna ROBERGE,23.0,49.0,160.0,6.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
37025,Kalyna ROBERGE,23.0,49.0,160.0,6.0,vancouver-2010,Short Track Speed Skating,Short Track Speed Skating
