,Name,Age,Weight,Height,rank_position,slug_game,discipline_title,Sport
91120,Valeri BELENKI,22.0,59.0,163.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91121,Yoshiaki HATAKEDA,20.0,72.0,170.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91122,Yoshiaki HATAKEDA,20.0,72.0,170.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91123,Yoshiaki HATAKEDA,20.0,72.0,170.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91124,Yoshiaki HATAKEDA,20.0,72.0,170.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91125,Yoshiaki HATAKEDA,20.0,72.0,170.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91126,Yoshiaki HATAKEDA,20.0,72.0,170.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91127,Yoshiaki HATAKEDA,20.0,72.0,170.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91128,Yoshiaki HATAKEDA,20.0,72.0,170.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91129,Daisuke NISHIKAWA,22.0,58.0,163.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91130,Daisuke NISHIKAWA,22.0,58.0,163.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91131,Daisuke NISHIKAWA,22.0,58.0,163.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91132,Daisuke NISHIKAWA,22.0,58.0,163.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91133,Daisuke NISHIKAWA,22.0,58.0,163.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91134,Daisuke NISHIKAWA,22.0,58.0,163.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91135,Daisuke NISHIKAWA,22.0,58.0,163.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91136,Daisuke NISHIKAWA,22.0,58.0,163.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91140,Valeri BELENKI,22.0,59.0,163.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91141,Valeri BELENKI,22.0,59.0,163.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91142,Valeri BELENKI,22.0,59.0,163.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91143,Valeri BELENKI,22.0,59.0,163.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91144,Valeri BELENKI,22.0,59.0,163.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91145,Valeri BELENKI,22.0,59.0,163.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91146,Valeri BELENKI,22.0,59.0,163.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91147,Valeri BELENKI,22.0,59.0,163.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91148,Andreas WECKER,22.0,62.0,160.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91149,Andreas WECKER,22.0,62.0,160.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91150,Andreas WECKER,22.0,62.0,160.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91151,Andreas WECKER,22.0,62.0,160.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91152,Andreas WECKER,22.0,62.0,160.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91153,Andreas WECKER,22.0,62.0,160.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91154,Andreas WECKER,22.0,62.0,160.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91155,Andreas WECKER,22.0,62.0,160.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91295,Svetlana BOGINSKAYA,19.0,44.0,157.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91296,Svetlana BOGINSKAYA,19.0,44.0,157.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91297,Svetlana BOGINSKAYA,19.0,44.0,157.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91298,Svetlana BOGINSKAYA,19.0,44.0,157.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91299,Svetlana BOGINSKAYA,19.0,44.0,157.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91300,Svetlana BOGINSKAYA,19.0,44.0,157.0,4.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91309,Masayuki MATSUNAGA,22.0,53.0,158.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91310,Masayuki MATSUNAGA,22.0,53.0,158.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91311,Masayuki MATSUNAGA,22.0,53.0,158.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91312,Masayuki MATSUNAGA,22.0,53.0,158.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91313,Masayuki MATSUNAGA,22.0,53.0,158.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91314,Masayuki MATSUNAGA,22.0,53.0,158.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91315,Masayuki MATSUNAGA,22.0,53.0,158.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91316,Masayuki MATSUNAGA,22.0,53.0,158.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91317,Jair LYNCH,20.0,59.0,162.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91318,Jair LYNCH,20.0,59.0,162.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91319,Jair LYNCH,20.0,59.0,162.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91320,Jair LYNCH,20.0,59.0,162.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91321,Jair LYNCH,20.0,59.0,162.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91322,Jair LYNCH,20.0,59.0,162.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91323,Jair LYNCH,20.0,59.0,162.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91324,Jair LYNCH,20.0,59.0,162.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91325,Andreas WECKER,22.0,62.0,160.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91326,Andreas WECKER,22.0,62.0,160.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91327,Andreas WECKER,22.0,62.0,160.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91328,Andreas WECKER,22.0,62.0,160.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91329,Andreas WECKER,22.0,62.0,160.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91330,Andreas WECKER,22.0,62.0,160.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91331,Andreas WECKER,22.0,62.0,160.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91332,Andreas WECKER,22.0,62.0,160.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91333,Daisuke NISHIKAWA,22.0,58.0,163.0,8.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91334,Daisuke NISHIKAWA,22.0,58.0,163.0,8.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91335,Daisuke NISHIKAWA,22.0,58.0,163.0,8.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91336,Daisuke NISHIKAWA,22.0,58.0,163.0,8.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91337,Daisuke NISHIKAWA,22.0,58.0,163.0,8.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91338,Daisuke NISHIKAWA,22.0,58.0,163.0,8.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91339,Daisuke NISHIKAWA,22.0,58.0,163.0,8.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91340,Daisuke NISHIKAWA,22.0,58.0,163.0,8.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91345,Svetlana BOGINSKAYA,19.0,44.0,157.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91346,Svetlana BOGINSKAYA,19.0,44.0,157.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91347,Svetlana BOGINSKAYA,19.0,44.0,157.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91348,Svetlana BOGINSKAYA,19.0,44.0,157.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91349,Svetlana BOGINSKAYA,19.0,44.0,157.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91350,Svetlana BOGINSKAYA,19.0,44.0,157.0,5.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91407,Andreas WECKER,22.0,62.0,160.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91408,Andreas WECKER,22.0,62.0,160.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91409,Andreas WECKER,22.0,62.0,160.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91410,Andreas WECKER,22.0,62.0,160.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91411,Andreas WECKER,22.0,62.0,160.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91412,Andreas WECKER,22.0,62.0,160.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91413,Andreas WECKER,22.0,62.0,160.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91414,Andreas WECKER,22.0,62.0,160.0,3.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91417,Yoshiaki HATAKEDA,20.0,72.0,170.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91418,Yoshiaki HATAKEDA,20.0,72.0,170.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91419,Yoshiaki HATAKEDA,20.0,72.0,170.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91420,Yoshiaki HATAKEDA,20.0,72.0,170.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91421,Yoshiaki HATAKEDA,20.0,72.0,170.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91422,Yoshiaki HATAKEDA,20.0,72.0,170.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91423,Yoshiaki HATAKEDA,20.0,72.0,170.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91424,Yoshiaki HATAKEDA,20.0,72.0,170.0,6.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91426,Valeri BELENKI,22.0,59.0,163.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91427,Valeri BELENKI,22.0,59.0,163.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91428,Valeri BELENKI,22.0,59.0,163.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91429,Valeri BELENKI,22.0,59.0,163.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91430,Valeri BELENKI,22.0,59.0,163.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91431,Valeri BELENKI,22.0,59.0,163.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91432,Valeri BELENKI,22.0,59.0,163.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91433,Valeri BELENKI,22.0,59.0,163.0,7.0,barcelona-1992,Gymnastics Artistic,Gymnastics Artistic
91435,Pascal TAYOT,27.0,88.0,188.0,2.0,barcelona-1992,Judo,Judo
91436,Hirotaka OKADA,25.0,86.0,170.0,3.0,barcelona-1992,Judo,Judo
91437,Nicolas GILL,20.0,105.0,185.0,3.0,barcelona-1992,Judo,Judo
91438,Adrian CROITORU,21.0,90.0,183.0,5.0,barcelona-1992,Judo,Judo
91439,Axel LOBENSTEIN,27.0,88.0,180.0,5.0,barcelona-1992,Judo,Judo
91440,Daniel KISTLER,30.0,88.0,185.0,7.0,barcelona-1992,Judo,Judo
91442,Bernhard SPIJKERS,31.0,86.0,182.0,9.0,barcelona-1992,Judo,Judo
91470,Yoko SAKAUE,23.0,95.0,163.0,3.0,barcelona-1992,Judo,Judo
91471,Beata MAKSYMOWA,24.0,145.0,180.0,5.0,barcelona-1992,Judo,Judo
91476,Supatra YOMPAKDEE,30.0,85.0,160.0,9.0,barcelona-1992,Judo,Judo
91477,Sharon LEE,29.0,72.0,175.0,9.0,barcelona-1992,Judo,Judo
91490,Tadanori KOSHINO,26.0,62.0,159.0,3.0,barcelona-1992,Judo,Judo
91491,Richard TRAUTMANN,23.0,65.0,168.0,3.0,barcelona-1992,Judo,Judo
91492,Philippe PRADAYROL,26.0,66.0,170.0,5.0,barcelona-1992,Judo,Judo
91496,Marino CATTEDRA,27.0,58.0,160.0,9.0,barcelona-1992,Judo,Judo
91497,Manfred HIPTMAIR,26.0,60.0,171.0,9.0,barcelona-1992,Judo,Judo
91498,Ewan BEATON,23.0,62.0,170.0,9.0,barcelona-1992,Judo,Judo
91499,Piotr KAMROWSKI,24.0,60.0,163.0,9.0,barcelona-1992,Judo,Judo
91532,Raymond STEVENS,28.0,95.0,183.0,2.0,barcelona-1992,Judo,Judo
91535,Indrek PERTELSON,21.0,112.0,193.0,5.0,barcelona-1992,Judo,Judo
91538,Yasuhiro KAI,24.0,95.0,173.0,7.0,barcelona-1992,Judo,Judo
91566,Yoko TANABE,26.0,72.0,173.0,2.0,barcelona-1992,Judo,Judo
91572,Katarzyna JUSZCZAK,20.0,72.0,172.0,7.0,barcelona-1992,Judo,Judo
91573,Ulla WERBROUCK,20.0,70.0,178.0,9.0,barcelona-1992,Judo,Judo
91575,Sandra BACHER,24.0,69.0,165.0,9.0,barcelona-1992,Judo,Judo
91576,Alison WEBB,30.0,71.0,165.0,9.0,barcelona-1992,Judo,Judo
91589,Udo QUELLMALZ,25.0,65.0,175.0,3.0,barcelona-1992,Judo,Judo
91591,Philip LAATS,29.0,66.0,165.0,5.0,barcelona-1992,Judo,Judo
91594,Kenji MARUYAMA,26.0,69.0,169.0,7.0,barcelona-1992,Judo,Judo
91634,Naoya OGAWA,24.0,130.0,191.0,2.0,barcelona-1992,Judo,Judo
91635,David DOUILLET,23.0,125.0,196.0,3.0,barcelona-1992,Judo,Judo
91639,Damon KEEVE,31.0,95.0,185.0,7.0,barcelona-1992,Judo,Judo
91666,Nicole FLAGOTHIER,26.0,56.0,154.0,5.0,barcelona-1992,Judo,Judo
91667,Catherine ARNAUD,29.0,62.0,156.0,7.0,barcelona-1992,Judo,Judo
91671,Barbara ECK,24.0,56.0,161.0,9.0,barcelona-1992,Judo,Judo
91672,Filipa CAVALLERI,18.0,57.0,162.0,9.0,barcelona-1992,Judo,Judo
91684,Hidehiko YOSHIDA,22.0,90.0,180.0,1.0,barcelona-1992,Judo,Judo
91686,Bertrand DAMAISIN,23.0,77.0,173.0,3.0,barcelona-1992,Judo,Judo
91688,Johan LAATS,25.0,77.0,178.0,5.0,barcelona-1992,Judo,Judo
91689,Lars ADOLFSSON,26.0,81.0,183.0,5.0,barcelona-1992,Judo,Judo
91693,Anthonie WURTH,25.0,80.0,185.0,9.0,barcelona-1992,Judo,Judo
91694,Zsolt ZSOLDOS,25.0,78.0,176.0,9.0,barcelona-1992,Judo,Judo
91695,Fadi SAIKALI,22.0,78.0,179.0,9.0,barcelona-1992,Judo,Judo
91726,Toshihiko KOGA,24.0,78.0,169.0,1.0,barcelona-1992,Judo,Judo
91730,Bruno CARABETTA,25.0,72.0,172.0,5.0,barcelona-1992,Judo,Judo
91731,Stefan DOTT,22.0,79.0,170.0,5.0,barcelona-1992,Judo,Judo
91770,Catherine FLEURY-VACHON,26.0,62.0,164.0,1.0,barcelona-1992,Judo,Judo
91778,Diane BELL,28.0,62.0,165.0,9.0,barcelona-1992,Judo,Judo
91780,Gella VANDECAVEYE,19.0,63.0,170.0,9.0,barcelona-1992,Judo,Judo
91809,Michaela BORNEMANN,21.0,48.0,155.0,9.0,barcelona-1992,Judo,Judo
91810,Giovanna TORTORA,27.0,48.0,154.0,9.0,barcelona-1992,Judo,Judo
91822,Noriko MIZOGUCHI,21.0,56.0,160.0,2.0,barcelona-1992,Judo,Judo
91825,Alessandra GIUNGI,26.0,52.0,159.0,5.0,barcelona-1992,Judo,Judo
91826,Jessica GAL,21.0,57.0,162.0,5.0,barcelona-1992,Judo,Judo
91828,Paula SALDANHA,20.0,51.0,163.0,7.0,barcelona-1992,Judo,Judo
91847,Emanuela PIERANTOZZI,23.0,78.0,170.0,2.0,barcelona-1992,Judo,Judo
91848,Heidi RAKELS,24.0,76.0,178.0,3.0,barcelona-1992,Judo,Judo
91849,Kate HOWEY,19.0,69.0,170.0,3.0,barcelona-1992,Judo,Judo
91850,Claire LECAT,27.0,68.0,174.0,5.0,barcelona-1992,Judo,Judo
91852,Grace JIVIDEN,28.0,66.0,165.0,7.0,barcelona-1992,Judo,Judo
91855,Sandra GREAVES,29.0,68.0,167.0,9.0,barcelona-1992,Judo,Judo
91871,Andrew HOY,33.0,63.0,172.0,5.0,barcelona-1992,Equestrian Eventing,Equestrian Eventing
91872,Andrew HOY,33.0,63.0,172.0,5.0,barcelona-1992,Equestrian Eventing,Equestrian Eventing
91875,Karin DONCKERS,21.0,57.0,168.0,8.0,barcelona-1992,Equestrian Eventing,Equestrian Eventing
91876,Karin DONCKERS,21.0,57.0,168.0,8.0,barcelona-1992,Equestrian Eventing,Equestrian Eventing
91878,Jef DESMEDT,20.0,73.0,181.0,10.0,barcelona-1992,Equestrian Eventing,Equestrian Eventing
91879,Jef DESMEDT,20.0,73.0,181.0,10.0,barcelona-1992,Equestrian Eventing,Equestrian Eventing
91981,Krista KRUUV,21.0,64.0,164.0,6.0,barcelona-1992,Sailing,Sailing
91983,Arianna BOGATEC,23.0,63.0,168.0,8.0,barcelona-1992,Sailing,Sailing
92000,Barbara KENDALL,24.0,58.0,168.0,1.0,barcelona-1992,Sailing,Sailing
92003,Maud HERBERT,18.0,70.0,188.0,4.0,barcelona-1992,Sailing,Sailing
92006,Alessandra SENSINI,22.0,55.0,170.0,7.0,barcelona-1992,Sailing,Sailing
92007,Jorunn HORGEN,25.0,56.0,164.0,8.0,barcelona-1992,Sailing,Sailing
92030,Xavier ROHART,24.0,100.0,188.0,7.0,barcelona-1992,Sailing,Sailing
92033,Christoph BERGMANN,29.0,100.0,198.0,10.0,barcelona-1992,Sailing,Sailing
92052,Franck DAVID,22.0,68.0,174.0,1.0,barcelona-1992,Sailing,Sailing
92056,Christoph SIEBER,21.0,68.0,177.0,5.0,barcelona-1992,Sailing,Sailing
92059,Amit INBAR,19.0,77.0,183.0,8.0,barcelona-1992,Sailing,Sailing
92060,Nikolaos KAKLAMANAKIS,23.0,70.0,177.0,9.0,barcelona-1992,Sailing,Sailing
92095,Giovanna TRILLINI,22.0,59.0,164.0,1.0,barcelona-1992,Fencing,Fencing
92096,Giovanna TRILLINI,22.0,59.0,164.0,1.0,barcelona-1992,Fencing,Fencing
92098,Tatyana SADOVSKAYA,26.0,64.0,169.0,3.0,barcelona-1992,Fencing,Fencing
92099,Tatyana SADOVSKAYA,26.0,64.0,169.0,3.0,barcelona-1992,Fencing,Fencing
92150,Udo WAGNER,28.0,75.0,186.0,4.0,barcelona-1992,Fencing,Fencing
92151,Udo WAGNER,28.0,75.0,186.0,4.0,barcelona-1992,Fencing,Fencing
92152,Andrea BORELLA,31.0,87.0,191.0,5.0,barcelona-1992,Fencing,Fencing
92153,Andrea BORELLA,31.0,87.0,191.0,5.0,barcelona-1992,Fencing,Fencing
92154,Marian SYPNIEWSKI,37.0,64.0,182.0,6.0,barcelona-1992,Fencing,Fencing
92155,Marian SYPNIEWSKI,37.0,64.0,182.0,6.0,barcelona-1992,Fencing,Fencing
92157,Joachim WENDT,29.0,75.0,178.0,8.0,barcelona-1992,Fencing,Fencing
92158,Joachim WENDT,29.0,75.0,178.0,8.0,barcelona-1992,Fencing,Fencing
92160,Mauro NUMA,30.0,76.0,180.0,10.0,barcelona-1992,Fencing,Fencing
92161,Mauro NUMA,30.0,76.0,180.0,10.0,barcelona-1992,Fencing,Fencing
92220,Pavel KOLOBKOV,22.0,75.0,182.0,2.0,barcelona-1992,Fencing,Fencing
92221,Pavel KOLOBKOV,22.0,75.0,182.0,2.0,barcelona-1992,Fencing,Fencing
92222,Jean-Michel HENRY,28.0,82.0,186.0,3.0,barcelona-1992,Fencing,Fencing
92223,Jean-Michel HENRY,28.0,82.0,186.0,3.0,barcelona-1992,Fencing,Fencing
92224,Kaido KAABERMA,23.0,84.0,194.0,4.0,barcelona-1992,Fencing,Fencing
92225,Elmar BORRMANN,35.0,76.0,176.0,5.0,barcelona-1992,Fencing,Fencing
92226,Elmar BORRMANN,35.0,76.0,176.0,5.0,barcelona-1992,Fencing,Fencing
92227,Angelo MAZZONI,31.0,77.0,183.0,6.0,barcelona-1992,Fencing,Fencing
92228,Angelo MAZZONI,31.0,77.0,183.0,6.0,barcelona-1992,Fencing,Fencing
92231,Robert FELISIAK,29.0,61.0,185.0,9.0,barcelona-1992,Fencing,Fencing
92232,Robert FELISIAK,29.0,61.0,185.0,9.0,barcelona-1992,Fencing,Fencing
92310,Marco MARIN,29.0,71.0,180.0,2.0,barcelona-1992,Fencing,Fencing
92311,Marco MARIN,29.0,71.0,180.0,2.0,barcelona-1992,Fencing,Fencing
92313,Giovanni SCALZO,33.0,77.0,180.0,4.0,barcelona-1992,Fencing,Fencing
92314,Giovanni SCALZO,33.0,77.0,180.0,4.0,barcelona-1992,Fencing,Fencing
92316,Ferdinando MEGLIO,33.0,68.0,176.0,6.0,barcelona-1992,Fencing,Fencing
92317,Ferdinando MEGLIO,33.0,68.0,176.0,6.0,barcelona-1992,Fencing,Fencing
92320,Jean-Philippe DAURELLE,28.0,90.0,188.0,9.0,barcelona-1992,Fencing,Fencing
92321,Jean-Philippe DAURELLE,28.0,90.0,188.0,9.0,barcelona-1992,Fencing,Fencing
92368,Ludger BEERBAUM,28.0,85.0,190.0,1.0,barcelona-1992,Equestrian Jumping,Equestrian Jumping
92369,Ludger BEERBAUM,28.0,85.0,190.0,1.0,barcelona-1992,Equestrian Jumping,Equestrian Jumping
92375,Ludo PHILIPPAERTS,29.0,85.0,180.0,7.0,barcelona-1992,Equestrian Jumping,Equestrian Jumping
92376,Ludo PHILIPPAERTS,29.0,85.0,180.0,7.0,barcelona-1992,Equestrian Jumping,Equestrian Jumping
92378,Rodrigo PESSOA,19.0,67.0,177.0,9.0,barcelona-1992,Equestrian Jumping,Equestrian Jumping
92379,Rodrigo PESSOA,19.0,67.0,177.0,9.0,barcelona-1992,Equestrian Jumping,Equestrian Jumping
92380,Michael MATZ,41.0,75.0,180.0,10.0,barcelona-1992,Equestrian Jumping,Equestrian Jumping
92381,Michael MATZ,41.0,75.0,180.0,10.0,barcelona-1992,Equestrian Jumping,Equestrian Jumping
92486,Arkadiusz SKRZYPASZEK,24.0,78.0,185.0,1.0,barcelona-1992,Modern Pentathlon,Modern Pentathlon
92487,Arkadiusz SKRZYPASZEK,24.0,78.0,185.0,1.0,barcelona-1992,Modern Pentathlon,Modern Pentathlon
92496,Joseph GOSTIGIAN,29.0,73.0,178.0,9.0,barcelona-1992,Modern Pentathlon,Modern Pentathlon
92497,Joseph GOSTIGIAN,29.0,73.0,178.0,9.0,barcelona-1992,Modern Pentathlon,Modern Pentathlon
92567,Kristen BABB-SPRAGUE,23.0,58.0,178.0,1.0,barcelona-1992,Synchronized Swimming,Synchronized Swimming
92569,Fumiko OKUNO,20.0,49.0,160.0,3.0,barcelona-1992,Synchronized Swimming,Synchronized Swimming
92570,Fumiko OKUNO,20.0,49.0,160.0,3.0,barcelona-1992,Synchronized Swimming,Synchronized Swimming
92572,Anne CAPRON,23.0,54.0,166.0,5.0,barcelona-1992,Synchronized Swimming,Synchronized Swimming
92573,Anne CAPRON,23.0,54.0,166.0,5.0,barcelona-1992,Synchronized Swimming,Synchronized Swimming
92575,Kerry SHACKLOCK,20.0,57.0,172.0,7.0,barcelona-1992,Synchronized Swimming,Synchronized Swimming
92576,Kerry SHACKLOCK,20.0,57.0,172.0,7.0,barcelona-1992,Synchronized Swimming,Synchronized Swimming
92577,Marjolijn BOTH,20.0,57.0,169.0,8.0,barcelona-1992,Synchronized Swimming,Synchronized Swimming
92578,Marjolijn BOTH,20.0,57.0,169.0,8.0,barcelona-1992,Synchronized Swimming,Synchronized Swimming
92640,Ryohei KOBA,29.0,63.0,173.0,3.0,barcelona-1992,Shooting,Shooting
92641,Ryohei KOBA,29.0,63.0,173.0,3.0,barcelona-1992,Shooting,Shooting
92642,Ryohei KOBA,29.0,63.0,173.0,3.0,barcelona-1992,Shooting,Shooting
92643,Juha HIRVI,32.0,78.0,177.0,4.0,barcelona-1992,Shooting,Shooting
92644,Juha HIRVI,32.0,78.0,177.0,4.0,barcelona-1992,Shooting,Shooting
92645,Juha HIRVI,32.0,78.0,177.0,4.0,barcelona-1992,Shooting,Shooting
92646,Harald STENVAAG,39.0,90.0,182.0,5.0,barcelona-1992,Shooting,Shooting
92647,Harald STENVAAG,39.0,90.0,182.0,5.0,barcelona-1992,Shooting,Shooting
92648,Harald STENVAAG,39.0,90.0,182.0,5.0,barcelona-1992,Shooting,Shooting
92649,Rajmond DEBEVEC,29.0,72.0,182.0,6.0,barcelona-1992,Shooting,Shooting
92650,Rajmond DEBEVEC,29.0,72.0,182.0,6.0,barcelona-1992,Shooting,Shooting
92651,Rajmond DEBEVEC,29.0,72.0,182.0,6.0,barcelona-1992,Shooting,Shooting
92654,Nemanja MIROSAVLJEV,22.0,70.0,185.0,9.0,barcelona-1992,Shooting,Shooting
92655,Nemanja MIROSAVLJEV,22.0,70.0,185.0,9.0,barcelona-1992,Shooting,Shooting
92703,Sorin BABII,28.0,80.0,170.0,3.0,barcelona-1992,Shooting,Shooting
92704,Sorin BABII,28.0,80.0,170.0,3.0,barcelona-1992,Shooting,Shooting
92707,Jerzy PIETRZAK,30.0,83.0,170.0,6.0,barcelona-1992,Shooting,Shooting
92708,Jerzy PIETRZAK,30.0,83.0,170.0,6.0,barcelona-1992,Shooting,Shooting
92712,Stanislav JIRKAL,36.0,90.0,182.0,10.0,barcelona-1992,Shooting,Shooting
92713,Stanislav JIRKAL,36.0,90.0,182.0,10.0,barcelona-1992,Shooting,Shooting
92759,Ralf SCHUMANN,30.0,73.0,167.0,1.0,barcelona-1992,Shooting,Shooting
92760,Afanasijs KUZMINS,45.0,89.0,178.0,2.0,barcelona-1992,Shooting,Shooting
92762,Krzysztof KUCHARCZYK,35.0,70.0,182.0,4.0,barcelona-1992,Shooting,Shooting
92765,Adam KACZMAREK,30.0,74.0,176.0,7.0,barcelona-1992,Shooting,Shooting
92795,Sorin BABII,28.0,80.0,170.0,5.0,barcelona-1992,Shooting,Shooting
